,Item,Patrimônio,,,,Garantia,,,,Modelo,Descrição
,364,8842,,,,13/07/2011 a 13/07/2016,,,,,SERVIDOR DE ARMAZENAMENTO DE DADOS - DESCRICAO: UNIDADE DE BACKUP TAPE LIBRARY
,365,8848,,,,17/11/2011 a 17/11/2014,,,,Z600,MICROCOMPUTADOR TIPO ESTAÇÃO DE TRABALHO - DESCRICAO: 4GB.
,366,8853,,,,,,,,RB1HW24HP2BE,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. 220V. UN. EXTERNA: H30ABC051101100065.
,367,8867,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.
,368,8868,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.
,369,8875,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.
,370,8877,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.
,371,8880,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.
,372,8883,,,,,,,,RE28,"REFRIGERADOR TIPO RESIDENCIAL - DESCRICAO: 01 PORTA, 240 L, COR BRANCA"
,373,8898,,,,12/12/2011 a 12/12/2012,,,,RB1HW30AC2BS,"CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT, 30.000 BTUS, 220V."
,374,8904,,,,,,,,PLUS,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA."
,375,8913,,,,,,,,PLUS,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA."
,376,8927,,,,,,,,PLUS,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA."
,377,8978,,,,,,,,PLUS,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA."
,378,9030,,,,,,,,TLP 2844,IMPRESSORA TÉRMICA
,379,9033,,,,,,,,TLP 2844,IMPRESSORA TÉRMICA
,380,9036,,,,,,,,PI12F,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT. CICLO FRIO. 220V. UN. EXT.: 2712ECBA206.
,381,9037,,,,,,,,PI12F,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT. 12 MIL BTU'S. CICLO FRIO. 220V. UN. EXT.: 2712ECBA206
,382,9046,,,,,,,,PROBOOK 4430S,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I3-2330M (2,20GHZ), TELA LED 14"" WIDESCREEN, HD 320 GB STA-2 7200RPM, MEMÓRIA 2GB (DDR3)"
,383,9051,,,,,,,,ML-3710ND,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.
,384,9053,,,,,,,,ML-3710ND,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.
,385,9059,,,,,,,,ML-3710ND,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.
,386,9104,,,,,,,,LQ-590,IMPRESSORA MATRICIAL
,387,9148,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,388,9158,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,389,9160,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,390,9161,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,391,9166,,,,,,,,UH01M,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.
,392,9170,,,,,,,,UH01M,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.
,393,9172,,,,,,,,UH01M,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.
,394,9174,,,,,,,,UH01M,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.
,395,9177,,,,,,,,UH01M,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.
,396,9181,,,,,,,,IFH 1300,NO BREAK .
,397,9182,,,,,,,,IFH 1300,NO BREAK .
,398,9183,,,,,,,,IFH 1300,NO BREAK .
,399,9186,,,,,,,,IFH 1300,NO BREAK .
,400,9189,,,,,,,,IFH 1300,NO BREAK .
,401,9191,,,,,,,,IFH 1300,NO BREAK .
,402,9215,,,,,,,,K65/X19,HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE
,403,9222,,,,,,,,K65/X19,HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE
,404,9224,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL
,405,9229,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL
,406,9234,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL
,407,9237,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL
,408,9239,,,,,,,,SCX-5637FR,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL
,409,9243,,,,,,,,,MESA PARA AUDIÊNCIA - DESCRICAO: OVAL. EM MELAMÍNICO. MEDIDAS 1500CM X 2000CM.
,410,9251,,,,,,,,SRFI-30000-2,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. SPLIT. 220V. UN. EXT.: 1580949
,411,9257,,,,,,,,SRFI-30000-2,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. SPLIT. 220V. UN. EXT.: 1580814
,412,9264,,,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 20903006
,413,9266,,,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 20903020
,414,9267,,,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 12006523
,415,9280,,,,,,,,NEO 400 USB,CAIXA DE SOM AMPLIFICADA - DESCRICAO: COM ENTRADA USB. 60W DE POTÊNCIA.
,416,9294,,,,,,,,MSE1-30CR,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130095
,417,9296,,,,,,,,MSE1-30CR,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130094
,418,9311,,,,,,,,CFI60,CENTRAL DE AR CONDICIONADO - DESCRICAO: 60 MIL BTU'S. TENSÃO 220V. U. EXT.: 21000180
,419,9317,,,,,,,,FAX-575,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
,420,9318,,,,,,,,FAX-575,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
,421,9320,,,,,,,,FAX-575,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
,422,9458,,,,,,,,ASPIRE ONE D257,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS."
,423,9471,,,,,,,,ASPIRE ONE D257,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS."
,424,9484,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
,425,9485,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
,426,9486,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
,427,9491,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
,428,9492,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
,429,9495,,,,,,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
,430,9502,,,,,,,,,RACK PARA SERVIDOR
,431,9503,,,,30/04/2014 a 30/04/2016,,,,,MONITOR DE TEMPERATURA PARA DATACENTER - DESCRICAO: DISPLAY DIGITAL. BIVOLT.
,432,9536,,,,,,,,INFO CENTER,CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO. COR PRETA.
,433,9605,,,,,,,,EGC35B,BEBEDOURO DE AGUA EM AÇO INOX. - DESCRICAO: TIPO COLUNA.
,434,9607,,,,,,,,TI30F/TE30F,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. UNIDADE EXTERNA: 30291737.
,435,9618,,,,,,,,TI30F/TE30F,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. U. EXT.: 31292583
,436,9628,,,,,,,,,"MESA LINEAR - DESCRICAO: EM MDP 25MM, COR CINZA, MEDINDO 1200 X 600 X 760 MM (L X P X A)."
,437,9631,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,438,9633,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,439,9636,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,440,9642,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,441,9645,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,442,9646,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,443,9647,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,444,9648,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,445,9649,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,446,9662,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,447,9663,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,448,9664,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,449,9666,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,450,9667,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,451,9669,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,452,9688,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,453,9706,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,454,9732,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,455,9747,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,456,9777,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,457,9779,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,458,9782,,,,,,,,A390,APARELHO TELEFONICO SEM FIO - DESCRICAO: VISOR LCD. COM IDENTIFICADOR DE CHAMADAS.
,459,9785,,,,,,,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020093
,460,9787,,,,,,,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020065
,461,9792,,,,,,,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020027
,462,9811,,,,,,,,MPN-12CRV1,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
,463,9812,,,,,,,,MPN-12CRV1,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
,464,9813,,,,,,,,MPN-12CRV1,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
,465,9815,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,466,9824,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,467,9825,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,468,9826,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,469,9832,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,470,9834,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,471,9835,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,472,9836,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,473,9839,,,,,,,,ENERGETIC POWER MC,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
,474,9841,,,,,,,,MEF41,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.
,475,9843,,,,,,,,MEF41,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.
,476,9854,,,,,,,,CBV18CB,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18 MIL BTU'S. TENSÃO 220V. COR BRANCA. U. EXT.: MG3687488.
,477,9860,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,478,9862,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,479,9864,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,480,9870,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,481,9875,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,482,9886,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,483,9888,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,484,9893,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,485,9899,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,486,9901,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,487,9907,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,488,9908,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,489,9927,,,,,,,,OPTIPLEX 9010,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE I3 -3240 (3.4GHZ, 3MB CACHE), 4GB DE MEMÓRIA RAM, DISCO RÍGIDO DE 320GB."
,490,9948,,,,,,,,A390,APARELHO TELEFONICO SEM FIO
,491,9950,,,,,,,,A390,APARELHO TELEFONICO SEM FIO
,492,9951,,,,,,,,A390,APARELHO TELEFONICO SEM FIO
,493,9953,,,,17/02/2014 a 17/02/2015,,,,MEF41,FORNO DE MICROONDAS - DESCRICAO: 110V. 60HZ. 31 LITROS. COR BRANCA.
,494,9963,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,495,9969,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,496,9973,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,497,9976,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,498,9985,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,499,9989,,,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
,500,10038,,,,30/05/2014 a 30/05/2017,,,,B080BR,ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: PROCESSADOR INTEL CORE I5. 14 POLEGADAS. MEMÓRIA RAM: 4GB. HD: 500GB. COR PRETA.
,501,10059,,,,22/12/2005 a 22/06/2006,,,,BNCC 7B,BEBEDOURO DE AGUA TIPO GARRAFAO - DESCRICAO: DE PÉ COM DUAS TORNEIRAS (COLUNA)
,502,10074,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,503,10077,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,504,10079,,,,,,,,BALI,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
,505,10171,,,,,,,,SUPERFÁCIL R02,"RELOGIO DE PONTO BIOMETRICO - DESCRICAO: SISTEMA DE IMPRESSÃO COM CORTE DE PAPEL, RECURSO DE NOBREAK, CALENDÁRIO PERPÉTUO, CAPACIDADE DE CADASTRAMENTO DE INFORMAÇÕES DO EMPREGADOR, LOCAL DE TRABALHO E FUNCIONÁRIOS (1 A 10 DIGITAIS POR PESSOA), HOMOLOGADO DE ACORDO COM A PORTARIA NO 1.510/2009 MTE."
,506,10187,,,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
,507,10189,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,508,10201,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,509,10204,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,510,10206,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,511,10208,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,512,10212,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,513,10214,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,514,10217,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,515,10222,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,516,10223,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,517,10226,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,518,10228,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,519,10231,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,520,10235,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,521,10239,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,522,10247,,,,17/09/2014 a 17/09/2017,,,,U460,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
,523,10251,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,524,10254,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,525,10262,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,526,10263,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,527,10275,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,528,10279,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,529,10283,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,530,10285,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,531,10288,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,532,10290,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,533,10291,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,534,10292,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,535,10294,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,536,10298,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
,537,10300,,,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
