DATA;TIPO;NR;PROCEDIMENTO;DESCRIÇÃO: MATERIAL / SERVIÇO / PATRONAL;VALOR;DEFERIDO POR;CODIGO;Unidade;TIPO DE EMPENHO;UNIDADE;OBS;COD;TIPO;OBS
09/05/22;EMP;267;940-19.2022;Aquisição de baterias para urnas eletrônicas;34025;PRESI;PLEIT;99999999;OUTROS;OUTRO;298;STI;ordinario;EMP26734025PLEIT/99999999-OUTROS--298
28/04/22;INF;91;64-43.2022;Água mineral - 7ª ze;1560;;20GPC;33903007;ADM MATAUX;SEAD;118;7ZE;estimativo;INF91156020GPC/33903007-ADM MATAUX-SEAD-118
09/05/22;EMP;256;963-62.2022;Serviços de copeiragem;98451,62;DG;20GPC;33903705;ADM APOIO;SEAD;124;SEADE;global;"EMP25698451;6220GPC/33903705-ADM APOIO-SEAD-124"
06/05/22;EMP;255;989-60.2022;Aquisição de crachás e adesivos de identificação;2280;SAO;PLEIT;33903044;DIV MATER;ASCOM;247;SEALM;ordinario;EMP2552280PLEIT/33903044-DIV MATER-ASCOM-247
29/04/22;EMP;251;769-62.2022;Telefonia fixa - OUVIDORIA CT N.º 24/2017;10456,73;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;global;
03/05/22;INF;94;631-95.2022;"Curso ""Gestão de Folha de Pagamento""";3180;;CAPAC;33903948;AC CAPPAC;SEDES;5;SEDES;ordinario;
04/05/22;INF;95;369-29.2019;Locação de purificadores de água elétricos;94364,4;;20GPC;999999999;OUTROS;OUTRO;190;SEADE;global;"INF9594364;420GPC/999999999-OUTROS--190"
05/05/22;INF;96;1024-20.2022;Aquisição de persianas;89559;;20GPI;99999999;OUTROS;OUTRO;92;SOMI;global;INF968955920GPI/99999999-OUTROS--92
05/05/22;INF;97;1025-05.2022;Curso Acompanhando a Execução Orçamentária e Financeira;6400;;CAPAC;33903948;AC CAPPAC;SEDES;5;SEDES;ordinario;INF976400CAPAC/33903948-AC CAPPAC-SEDES-5
05/05/22;EMP;253;2156-20.2019;Limpeza predial - Contínuo;754770,79;PRESI;20GPC;33903702;IEF LIMPEZ;SEAD;123;SEADE;global;"EMP253754770;7920GPC/33903702-IEF LIMPEZ-SEAD-123"
05/05/22;EMP;254;2156-20.2019;Limpeza predial - Sob Demanda;40000;PRESI;20GPC;33903702;IEF LIMPEZ;SEAD;123;SEADE;global;EMP2544000020GPC/33903702-IEF LIMPEZ-SEAD-123
06/05/22;EMP;257;963-62.2022;Serviços de garçoneria;23105,73;PRESI;20GPC;33903705;ADM APOIO;SEAD;124;SEADE;global;"EMP25723105;7320GPC/33903705-ADM APOIO-SEAD-124"
06/05/22;EMP;262;963-62.2022;Serviços de Copeiragem - PLEITOS;20572;PRESI;PLEIT;33903705;FUN APOIO;SEAD;260;SEADE;global;EMP26220572PLEIT/33903705-FUN APOIO-SEAD-260
09/05/22;EMP;263;963-62.2022;Serviços de Copeiragem - HE 50% PLEITOS;2610;PRESI;PLEIT;33903705;FUN APOIO;SEAD;260;SEADE;global;EMP2632610PLEIT/33903705-FUN APOIO-SEAD-260
09/05/22;EMP;264;963-62.2022;Serviços de Copeiragem - HE 100% PLEITOS;2611,5;PRESI;PLEIT;33903705;FUN APOIO;SEAD;260;SEADE;global;"EMP2642611;5PLEIT/33903705-FUN APOIO-SEAD-260"
09/05/22;EMP;265;963-62.2022;Serviços de Garçoneria - HE 50% PLEITOS;2163;PRESI;PLEIT;33903705;FUN APOIO;SEAD;260;SEADE;global;EMP2652163PLEIT/33903705-FUN APOIO-SEAD-260
09/05/22;EMP;266;963-62.2022;Serviços de Garçoneria - HE 100% PLEITOS;2307,6;PRESI;PLEIT;33903705;FUN APOIO;SEAD;260;SEADE;global;"EMP2662307;6PLEIT/33903705-FUN APOIO-SEAD-260"
12/05/22;EMP;272;1004-29.2022;Aquisição de embalagem para urna eletrônica;1661;DG;PLEIT;33903019;FUN MATAUX;SEMAP;266;CIE ;ordinario;EMP2721661PLEIT/33903019-FUN MATAUX-SEMAP-266
10/05/22;INF;99;896-97.2022;Serviços de internet dedicada;190254;;20GPC;33904013;TIC COMRED;STI;176;CIE ;global;INF9919025420GPC/33904013-TIC COMRED-STI-176
10/05/22;INF;100;1034-64.2022;Aquisição de duas camionetes;587000;;20GPI;44905252;INV VEICUL;SETRAN;74;SETRAN;ordinario;INF10058700020GPI/44905252-INV VEICUL-SETRAN-74
11/05/22;INF;101;1033-79.2022;Aquisição de material de consumo - eleições;6775;;PLEIT;99999999;OUTROS;OUTRO;298;STI;ordinario;INF1016775PLEIT/99999999-OUTROS--298
11/05/22;INF;102;1045-93.2022;Aquisição de material de consumo de TI - eleições;28277;;PLEIT;99999999;OUTROS;OUTRO;298;CIE ;ordinario;INF10228277PLEIT/99999999-OUTROS--298
11/05/22;INF;102;1045-93.2022;Aquisição de HD´s Externos;11700;;20GPI;99999999;OUTROS;OUTRO;92;CIE ;ordinario;INF1021170020GPI/99999999-OUTROS--92
12/05/22;INF;103;875-24.2022;Curso Segurança do Processo Eletrônico de Votação - EJE;1856,64;;PLEIT;33903628;DIV ACOEDU;EJE;250;EJE;ordinario;"INF1031856;64PLEIT/33903628-DIV ACOEDU-EJE-250"
12/05/22;INF;104;1003-44.2022;Reconhecimento de Dívida - DEA. Internet;695,3;;20GPC;999999999;OUTROS;OUTRO;190;CIE ;ordinario;"INF104695;320GPC/999999999-OUTROS--190"
12/05/22;INF;105;1096-07.2022;Aquisição de tonners;6000;;20GPC;33903017;TIC MATCON;SEALM;144;SEALM;ordinario;INF105600020GPC/33903017-TIC MATCON-SEALM-144
